id,original,detected_language,confidence,translated_text
3467,biofísica,ca,100,biophysics
3468,física 1,ca,100,física 1
3469,biomaterials i enginyeria i regeneració de teixits 1,ca,100,biomaterials and engineering and tissue regeneration 1
3470,física 2,ca,100,física 2
3471,fonaments de computadors,ca,100,computer fabrications
3472,eines per emprendre,ca,100,tools to undertake
3473,infraestructures per al big data,ca,100,infrastructures for big data
3474,química,ca,100,chemistry
3475,estudis en el marc de convenis de mobilitat 2,ca,100,studies in the framework of mobility agreements 2
3476,estudis en el marc de convenis de mobilitat 1,ca,100,studies in the framework of mobility agreements 1
3477,electrònica digital,ca,100,Digital electronics
3478,biofluïdomecànica,ca,100,biofluidomechanica
3479,anàlisi de dades i bioestadística,ca,100,data analysis and biostatistics
3480,biomecànica 1,ca,100,biomechanics 1
3481,sensors i instrumentació per a la biomedicina,ca,100,sensors and instrumentation for biomedicine
3482,innovació i emprenedoria,ca,100,innovation and entrepreneurship
3483,pràctiques externes 2,ca,100,external practices 2
3484,revolucions en física i matemàtiques,ca,100,revolutions in physics and mathematics
3485,nanotecnologies aplicades a la biomedicina,ca,100,nanotecnologies applied to biomedicine
3486,àlgebra lineal,ca,100,linear algebra
3487,teoria de circuits 1,ca,100,circuit theory 1
3488,electrònica digital,ca,100,Digital electronics
3489,projecte integrador,ca,100,project integrator
3490,física 2,ca,100,física 2
3491,control automàtic,ca,100,automatic control
3492,estadística i mètodes transformats,ca,100,statistics and transformed methods
3493,tècniques en prevenció de riscos laborals,ca,100,technics in occupational risk prevention
3494,energies renovables,ca,100,renewable energy
3495,sistemes elèctrics de potència,ca,100,electric power systems
3496,anàlisi matemàtica 2,ca,100,mathematical analysis 2
3497,pràctiques acadèmiques externes 1,ca,100,External academic practices 1
3498,fonaments de programació,ca,100,programming releases
3499,orientació professional i acadèmica,ca,100,professional and academic orientation
3500,màquines i mecanismes,ca,100,machines and mechanisms
3901,bases de dades,ca,100,databases
3902,química 1,ca,100,chemistry 1
3903,sistemes oberts,ca,100,open systems
3904,estadística,ca,100,statistics
3905,economia i gestió d’empreses,ca,100,economy and business management
3906,pràctiques externes,ca,100,external practices
3907,"aspectes legals, socials i comunicatius",ca,100,"legal, social and communicative aspects"
3908,física,ca,100,physics
3909,intel·ligència artificial,ca,100,artificial intelligence
3910,modelització i visualització,ca,100,modelization and visualization
3911,matemàtica discreta 2,ca,100,discrete mathematics 2
3912,expressió i replicació gèniques,ca,100,gene expression and replication
3913,enzimologia,ca,100,enzimology
3914,tecnologia de l’adn recombinant,ca,100,Recombinant adn technology
3915,processos de separació i purificació,ca,100,Separation and purification processes
3916,seguretat en xarxes,ca,100,security in networks
3917,treball de fi de grau ii (g.b),ca,100,Final work of ii degree (g.b)
3918,química orgànica,ca,100,organic chemistry
3919,termodinàmica i cinètica,ca,100,termodynamics and kinetics
3920,biologia molecular de sistemes,ca,100,molecular biology of systems
3921,llenguatges formals,ca,100,formal languages
3922,sistemes d’informació en les organitzacions,ca,100,information systems in organizations
3923,biologia,ca,100,biology
3924,computadors,ca,100,computers
3925,biotecnologia molecular animal i vegetal,ca,100,animal and plant molecular biotechnology
3926,fonaments de programació 2,ca,100,programming 2 releases
3927,compiladors,ca,100,compilers
3928,visió per computador,ca,100,computer vision
3929,base de dades avançades,ca,100,Advanced Database
3930,matemàtiques,ca,100,mathematics
3931,anàlisi matemàtica 2,ca,100,mathematical analysis 2
3932,biologia animal i vegetal,ca,100,Animal and plant biology
3933,estructura de sistemes operatius,ca,100,structure of operating systems
3934,genètica molecular,ca,100,molecular genetics
3935,anàlisi i disseny d’aplicacions,ca,100,analysis and design of applications
3936,sistemes de comerç electrònic,ca,100,electronic commerce systems
3937,intel·ligència artificial,ca,100,artificial intelligence
3938,estructura de computadors,ca,100,computer structure
3939,fonaments de sistemes operatius,ca,100,Operating Systems Foundations
3940,xarxes de dades,ca,100,Data Networks
3941,projectes de sistemes informàtics,ca,100,projects of computer systems
3942,química analítica i instrumental,ca,100,Analytical and instrumental chemistry
3943,arquitectura de computadors,ca,100,computer architecture
3944,sistemes oberts,ca,100,open systems
3945,algorítmica,ca,100,algorithmic
3946,sistemes de temps real,ca,100,real-time systems
3947,aplicacions mòbils i encastades,ca,100,mobile and embedded applications
3948,robòtica,ca,100,robotic
3949,desenvolupament avançat d’aplicacions web,ca,100,advanced development of web applications
3950,computació paral·lela i massiva,ca,100,parallel and massive computing
3951,aprenentatge automàtic i mineria de dades,ca,100,machine learning and data mining
3952,aplicacions i serveis mòbils,ca,100,mobile applications and services
3953,computació ubiqua,ca,100,ubiquitous computing
3954,estadística,ca,100,statistics
3955,seguretat alimentària,ca,100,food safety
3956,matemàtiques,ca,100,mathematics
3957,bioquímica clínica i patologia molecular,ca,100,clinical biochemistry and molecular pathology
3958,glicobiologia,ca,100,glycobiology
3959,cultius cel·lulars,ca,100,cellular cultures
3960,processos de separació i purificació,ca,100,Separation and purification processes
3961,física 2,ca,100,física 2
3962,bioquímica,ca,100,biochemistry
3963,biotecnologia molecular microbiana,ca,100,microbial molecular biotechnology
3964,tècniques de bioquímica i biologia molecular,ca,100,technics of biochemistry and molecular biology
3965,garantia i control de la qualitat,ca,100,garanty and quality control
3966,nutrició molecular,ca,100,molecular nutrition
3967,des dels organismes model a la biologia humana,ca,100,from model organisms to human biology
3968,enginyeria de proteïnes,ca,100,protein engineering
3969,biotecnologia molecular animal i vegetal,ca,100,animal and plant molecular biotechnology
3970,processos i productes biotecnològics,ca,100,processes and biotechnology products
3971,treball de fi de grau ii (g.b),ca,100,Final work of ii degree (g.b)
3972,pràctiques externes,ca,100,external practices
3973,patologia molecular,ca,100,molecular pathology
3974,biologia animal i vegetal,ca,100,Animal and plant biology
3975,metodologia i experimentació en bioquímica,ca,100,metodology and experimentation in biochemistry
3976,química 1,ca,100,chemistry 1
3977,enginyeria de bioreactors,ca,100,bioreactor engineering
3978,genètica,ca,100,genetics
3979,metodologia i experimentació en biologia molecular,ca,100,metodology and experimentation in molecular biology
3980,bioinformàtica,ca,100,bioinformatics
3981,metabolisme i la seva regulació,ca,100,metabolism and its regulation
3982,tecnologia de l’adn recombinant,ca,100,Recombinant adn technology
3983,bioquímica de la nutrició,ca,100,biochemistry of nutrition
3984,estructura i funció de biomolècules,ca,100,structure and function of biomolecules
3985,senyalització i control de funcionament cel·lular,ca,100,signalization and control of cellular functioning
3986,eines per emprendre,ca,100,tools to undertake
3987,enzimologia industrial,ca,100,industrial enzymeology
3988,bioquímica culinària,ca,100,culinary biochemistry
3989,bioquímica clínica analítica,ca,100,Analytical clinical biochemistry
3990,immunologia,ca,100,immunology
3991,genètica molecular,ca,100,molecular genetics
3992,bioquímica forense,ca,100,forensic biochemistry
3993,enginyeria de teixits,ca,100,tissue engineering
3994,biologia cel·lular,ca,100,cellular biology
3995,expressió i replicació gèniques,ca,100,gene expression and replication
3996,estudis en el marc de convenis de mobilitat 2,ca,100,studies in the framework of mobility agreements 2
3997,bioquímica dels aliments,ca,100,food biochemistry
3998,epigenètica,ca,100,epigenetics
3999,aliments fermentats,ca,100,fermented foods
4000,bioquímica patològica,ca,100,pathological biochemistry
3601,nucleació i creixement de cristalls,ca,100,nucleation and growth of crystals
3602,biofísica,ca,100,biophysics
3603,física de l’estat sòlid i superfícies,ca,100,solid state physics and surfaces
3604,electrònica física,ca,100,physical electronics
3605,combinatòria i probabilitat,ca,100,combinatory and probability
3606,computació algebraica,ca,100,algebraic computation
3607,física quàntica,ca,100,quantum physics
3608,electrònica aplicada,ca,100,applied electronics
3609,òptica i fotònica,ca,100,optic and photonic
3610,projectes d’enginyeria,ca,100,engineering projects
3611,treball de fi de grau,ca,100,end-of-degree work
3612,algorítmica,ca,100,algorithmic
3613,revolucions en física i matemàtiques,ca,100,revolutions in physics and mathematics
3614,infraestructures per al big data,ca,100,infrastructures for big data
3615,aprenentatge automàtic i mineria de dades,ca,100,machine learning and data mining
3616,computació paral·lela i massiva,ca,100,parallel and massive computing
3617,modelització i visualització,ca,100,modelization and visualization
3618,fonaments de sistemes operatius,ca,100,Operating Systems Foundations
3619,fenòmens de transport,ca,100,transport phenomena
3620,seguretat en xarxes,ca,100,security in networks
3621,arquitectura de computadors,ca,100,computer architecture
3622,electrònica analògica,ca,100,analog electronics
3623,estudis en el marc de convenis de mobilitat 1,ca,100,studies in the framework of mobility agreements 1
3624,estudis en el marc de convenis de mobilitat 2,ca,100,studies in the framework of mobility agreements 2
3625,bioètica i investigació en ciències dels cuidatges,ca,100,bioetics and research in the sciences of caring
3626,investigació aplicada en l’educació per a la salut,ca,100,applied research in health education
3627,cuidatges i demandes de salut,ca,100,cares and health demands
3628,treball fi de màster,ca,100,Final Masterwork
3629,metodologia i innovació docent,ca,100,metodology and teaching innovation
3630,investigació i anàlisi quantitativa,ca,100,quantitative research and analysis
3631,investigació en cultura i cuidatge,ca,100,research in culture and caring
3632,ètica dels cuidatges,ca,100,ethics of caring
3633,tècniques d’assessorament i coaching en la recerca i pràctica en infermeria,ca,100,advisory and coaching techniques in research and practice in nursing
3634,teories i models d’infermeria,ca,100,theories and nursing models
3635,investigació en infermeria familiar: transició família i salut,ca,100,research in family nursing: family transition and health
3636,instruments de recerca bibliogràfica,ca,100,bibliographic research instruments
3637,investigació qualitativa,ca,100,qualitative research
3638,disseny de projectes de recerca i comunicació científica de resultats,ca,100,design of research projects and scientific communication of results
3639,investigació en infermeria des de la perspectiva de gènere,ca,100,research in nursing from the gender perspective
3640,"investigació, gestió i lideratge en cuidatges",ca,100,"research, management and leadership in care"
3641,pràctiques de simulació clínica 3,ca,100,clinical simulation practices 3
3642,introducció a les pràctiques clíniques,ca,100,introduction to clinical practices
3643,pràctiques de simulació clínica 1,ca,100,clinical simulation practices 1
3644,"salut, gènere i desigualtats socials",ca,100,"Health, gender and social inequalities"
3645,pràctiques clíniques 3,ca,100,clinical practices 3
3646,infermeria de salut mental i psiquiàtrica,ca,100,mental and psychiatric health nursing
3647,metodologia d’investigació i infermeria,ca,100,research and nursing methodology
3648,pràctiques clíniques 2,ca,100,clinical practices 2
3649,estudis en el marc de convenis de mobilitat,ca,100,studies within the framework of mobility conventions
3650,desenvolupament professional,ca,100,professional development
3651,infermeria en la persona gran,ca,100,nursing in the elderly
3652,infermeria en la joventut,ca,100,nursing in youth
3653,antropologia i ciutadania,ca,100,anthropology and citizenship
3654,bioestadística,ca,100,bioestadistic
3655,"tecnologies de la informació, comunicació i documentació",ca,100,"information, communication and documentation technologies"
3656,biologia i microbiologia,ca,100,biology and microbiology
3657,salut pública i educació per a la salut,ca,100,public health and education for health
3658,cultura del benestar: salut i qualitat de vida,ca,100,welfare culture: health and quality of life
3659,aprofundiment en l’atenció a la infància i adolescència a l’hospital,ca,100,deepening attention to childhood and adolescence in the hospital
3660,gestió i experiència organitzativa,ca,100,management and organizational experience
3661,pràctiques clíniques 1,ca,100,clinical practices 1
3662,pràctiques de simulació clínica 2,ca,100,clinical simulation practices 2
3663,estructura i funció del cos humà 1,ca,100,structure and function of the human body 1
3664,fonaments de psicologia aplicada,ca,100,fundaments of applied psychology
3665,relació terapèutica i comunicació en la infermeria,ca,100,therapeutic relationship and communication in nursing
3666,salut mental positiva,ca,100,Positive mental health
3667,pràctiques clíniques 5,ca,100,clinical practices 5
3668,estructura i funció del cos humà 2,ca,100,structure and function of the human body 2
3669,infermeria bàsica en el cicle vital,ca,100,basic nursing in the life cycle
3670,principis de nutrició a infermeria,ca,100,nutrition principles in nursing
3671,"infermeria en la gestació, infància i adolescència",ca,100,"nursing in gestation, childhood and adolescence"
3672,introducció a les tècniques complementàries en el cuidatge d’infermeria,ca,100,introduction to complementary techniques in nursing care
3673,programes de salut en la comunitat,ca,100,health programs in the community
3674,treball de fi de grau,ca,100,end-of-degree work
3675,farmacologia,ca,100,pharmacology
3676,cures pal·liatives,ca,100,palliative shorts
3677,ètica del cuidar i bases conceptuals i metodològiques de la infermeria,ca,100,ethics of care and conceptual and methodological bases of nursing
3678,infermeria en la persona adulta,ca,100,nursing in adulthood
3679,international nursing,ca,100,international nursing
3680,drogodependències i altres addiccions,ca,100,drogodependencies and other addictions
3681,infermeria en cuidatges crítics,ca,100,nursing in critical care
3682,pràctiques clíniques 4,ca,100,clinical practices 4
3683,aprofundiment en l’atenció a la infància i adolescència a la comunitat,ca,100,deepening attention to childhood and adolescence in the community
3684,suport a la dependència i a la salut de la persona cuidadora,ca,100,support to the dependency and health of the caregiver
3685,pràctiques clíniques 6,ca,100,clinical practices 6
3686,"infermeria en la gestació, infància i adolescència",ca,100,"nursing in gestation, childhood and adolescence"
3687,desenvolupament professional,ca,100,professional development
3688,international nursing,ca,100,international nursing
3689,farmacologia,ca,100,pharmacology
3690,principis de nutrició a infermeria,ca,100,nutrition principles in nursing
3691,infermeria de salut mental i psiquiàtrica,ca,100,mental and psychiatric health nursing
3692,metodologia d’investigació i infermeria,ca,100,research and nursing methodology
3693,introducció a les tècniques complementàries en el cuidatge d’infermeria,ca,100,introduction to complementary techniques in nursing care
3694,estructura i funció del cos humà 1,ca,100,structure and function of the human body 1
3695,bioestadística,ca,100,bioestadistic
3696,infermeria bàsica en el cicle vital,ca,100,basic nursing in the life cycle
3697,programes de salut en la comunitat,ca,100,health programs in the community
3698,pràctiques clíniques 6,ca,100,clinical practices 6
3699,aprofundiment en l’atenció a la infància i adolescència a l’hospital,ca,100,deepening attention to childhood and adolescence in the hospital
3700,salut mental positiva,ca,100,Positive mental health
3701,"tecnologies de la informació, comunicació i documentació",ca,100,"information, communication and documentation technologies"
3702,pràctiques de simulació clínica 1,ca,100,clinical simulation practices 1
3703,pràctiques clíniques 1,ca,100,clinical practices 1
3704,pràctiques clíniques 5,ca,100,clinical practices 5
3705,estructura i funció del cos humà 2,ca,100,structure and function of the human body 2
3706,fonaments de psicologia aplicada,ca,100,fundaments of applied psychology
3707,infermeria en la persona gran,ca,100,nursing in the elderly
3708,cultura del benestar: salut i qualitat de vida,ca,100,welfare culture: health and quality of life
3709,relació terapèutica i comunicació en la infermeria,ca,100,therapeutic relationship and communication in nursing
3710,infermeria en la persona adulta,ca,100,nursing in adulthood
3711,gestió i experiència organitzativa,ca,100,management and organizational experience
3712,biologia i microbiologia,ca,100,biology and microbiology
3713,infermeria en la joventut,ca,100,nursing in youth
3714,cures pal·liatives,ca,100,palliative shorts
3715,aprofundiment en l’atenció a la infància i adolescència a la comunitat,ca,100,deepening attention to childhood and adolescence in the community
3716,pràctiques de simulació clínica 2,ca,100,clinical simulation practices 2
3717,infermeria en cuidatges crítics,ca,100,nursing in critical care
3718,salut pública i educació per a la salut,ca,100,public health and education for health
3719,pràctiques de simulació clínica 3,ca,100,clinical simulation practices 3
3720,pràctiques clíniques 3,ca,100,clinical practices 3
3721,pràctiques clíniques 2,ca,100,clinical practices 2
3722,estudis en el marc de convenis de mobilitat,ca,100,studies within the framework of mobility conventions
3723,ètica del cuidar i bases conceptuals i metodològiques de la infermeria,ca,100,ethics of care and conceptual and methodological bases of nursing
3724,introducció a les pràctiques clíniques,ca,100,introduction to clinical practices
3725,antropologia i ciutadania,ca,100,anthropology and citizenship
3726,pràctiques clíniques 4,ca,100,clinical practices 4
3727,treball de fi de grau,ca,100,end-of-degree work
3728,drogodependències i altres addiccions,ca,100,drogodependencies and other addictions
3729,"salut, gènere i desigualtats socials",ca,100,"Health, gender and social inequalities"
3730,suport a la dependència i a la salut de la persona cuidadora,ca,100,support to the dependency and health of the caregiver
3731,biologia i microbiologia,ca,100,biology and microbiology
3732,infermeria en la joventut,ca,100,nursing in youth
3733,estructura i funció del cos humà 1,ca,100,structure and function of the human body 1
3734,bioestadística,ca,100,bioestadistic
3735,infermeria en la persona adulta,ca,100,nursing in adulthood
3736,farmacologia,ca,100,pharmacology
3737,fonaments de psicologia aplicada,ca,100,fundaments of applied psychology
3738,introducció a les pràctiques clíniques,ca,100,introduction to clinical practices
3739,pràctiques clíniques 1,ca,100,clinical practices 1
3740,estructura i funció del cos humà 2,ca,100,structure and function of the human body 2
3741,salut pública i educació per a la salut,ca,100,public health and education for health
3742,antropologia i ciutadania,ca,100,anthropology and citizenship
3743,pràctiques de simulació clínica 1,ca,100,clinical simulation practices 1
3744,principis de nutrició a infermeria,ca,100,nutrition principles in nursing
3745,"tecnologies de la informació, comunicació i documentació",ca,100,"information, communication and documentation technologies"
3746,relació terapèutica i comunicació en la infermeria,ca,100,therapeutic relationship and communication in nursing
3747,"infermeria en la gestació, infància i adolescència",ca,100,"nursing in gestation, childhood and adolescence"
3748,pràctiques de simulació clínica 2,ca,100,clinical simulation practices 2
3749,ètica del cuidatge i bases conceptuals i metodològiques de la infermeria,ca,100,ethics of care and conceptual and methodological bases of nursing
3750,infermeria bàsica en el cicle vital,ca,100,basic nursing in the life cycle
3751,cultura del benestar: salut i qualitat de vida,ca,100,welfare culture: health and quality of life
3752,international nursing,ca,100,international nursing
3753,introducció a les tècniques complementàries en el cuidatge d’infermeria,ca,100,introduction to complementary techniques in nursing care
3754,desenvolupament professional,ca,100,professional development
3755,infermeria en la persona gran,ca,100,nursing in the elderly
3756,metodologia d’investigació i infermeria,ca,100,research and nursing methodology
3757,drogodependències i altres addiccions,ca,100,drogodependencies and other addictions
3758,pràctiques clíniques 2,ca,100,clinical practices 2
3759,salut mental positiva,ca,100,Positive mental health
3760,infermeria en cuidatges crítics,ca,100,nursing in critical care
3761,cures pal·liatives,ca,100,palliative shorts
3762,pràctiques de simulació clínica 3,ca,100,clinical simulation practices 3
3763,infermeria de salut mental i psiquiàtrica,ca,100,mental and psychiatric health nursing
3764,aprofundiment en l’atenció a la infància i adolescència a la comunitat,ca,100,deepening attention to childhood and adolescence in the community
3765,aprofundiment en l’atenció a la infància i adolescència a l’hospital,ca,100,deepening attention to childhood and adolescence in the hospital
3766,suport a la dependència i a la salut de la persona cuidadora,ca,100,support to the dependency and health of the caregiver
3767,gestió i experiència organitzativa,ca,100,management and organizational experience
3768,programes de salut en la comunitat,ca,100,health programs in the community
3769,"salut, gènere i desigualtats socials",ca,100,"Health, gender and social inequalities"
3770,desenvolupament professional,ca,100,professional development
3771,introducció a les pràctiques clíniques,ca,100,introduction to clinical practices
3772,pràctiques de simulació clínica 1,ca,100,clinical simulation practices 1
3773,infermeria en la persona gran,ca,100,nursing in the elderly
3774,aprofundiment en l’atenció a la infància i adolescència a l’hospital,ca,100,deepening attention to childhood and adolescence in the hospital
3775,fonaments de psicologia aplicada,ca,100,fundaments of applied psychology
3776,"tecnologies de la informació, comunicació i documentació",ca,100,"information, communication and documentation technologies"
3777,introducció a les tècniques complementàries en el cuidatge d’infermeria,ca,100,introduction to complementary techniques in nursing care
3778,estructura i funció del cos humà 2,ca,100,structure and function of the human body 2
3779,infermeria en la persona adulta,ca,100,nursing in adulthood
3780,drogodependències i altres addiccions,ca,100,drogodependencies and other addictions
3781,antropologia i ciutadania,ca,100,anthropology and citizenship
3782,principis de nutrició a infermeria,ca,100,nutrition principles in nursing
3783,cultura del benestar: salut i qualitat de vida,ca,100,welfare culture: health and quality of life
3784,treball de fi de grau,ca,100,end-of-degree work
3785,"infermeria en la gestació, infància i adolescència",ca,100,"nursing in gestation, childhood and adolescence"
3786,infermeria bàsica en el cicle vital,ca,100,basic nursing in the life cycle
3787,pràctiques clíniques 1,ca,100,clinical practices 1
3788,salut pública i educació per a la salut,ca,100,public health and education for health
3789,ètica del cuidar i bases conceptuals i metodològiques de la infermeria,ca,100,ethics of care and conceptual and methodological bases of nursing
3790,metodologia d’investigació i infermeria,ca,100,research and nursing methodology
3791,pràctiques clíniques 2,ca,100,clinical practices 2
3792,cures pal·liatives,ca,100,palliative shorts
3793,pràctiques clíniques 6,ca,100,clinical practices 6
3794,gestió i experiència organitzativa,ca,100,management and organizational experience
3795,pràctiques clíniques 3,ca,100,clinical practices 3
3796,pràctiques clíniques 4,ca,100,clinical practices 4
3797,estudis en el marc de convenis de mobilitat,ca,100,studies within the framework of mobility conventions
3798,biologia i microbiologia,ca,100,biology and microbiology
3799,relació terapèutica i comunicació en la infermeria,ca,100,therapeutic relationship and communication in nursing
3800,"salut, gènere i desigualtats socials",ca,100,"Health, gender and social inequalities"
3801,bioestadística,ca,100,bioestadistic
3802,pràctiques clíniques 5,ca,100,clinical practices 5
3803,programes de salut en la comunitat,ca,100,health programs in the community
3804,pràctiques de simulació clínica 3,ca,100,clinical simulation practices 3
3805,farmacologia,ca,100,pharmacology
3806,international nursing,ca,100,international nursing
3807,estructura i funció del cos humà 1,ca,100,structure and function of the human body 1
3808,infermeria en la joventut,ca,100,nursing in youth
3809,pràctiques de simulació clínica 2,ca,100,clinical simulation practices 2
3810,infermeria en cuidatges crítics,ca,100,nursing in critical care
3811,infermeria de salut mental i psiquiàtrica,ca,100,mental and psychiatric health nursing
3812,suport a la dependència i a la salut de la persona cuidadora,ca,100,support to the dependency and health of the caregiver
3813,aprofundiment en l’atenció a la infància i adolescència a la comunitat,ca,100,deepening attention to childhood and adolescence in the community
3814,salut mental positiva,ca,100,Positive mental health
3815,biotecnologia molecular animal i vegetal,ca,100,animal and plant molecular biotechnology
3816,química 1,ca,100,chemistry 1
3817,química orgànica,ca,100,organic chemistry
3818,física,ca,100,physics
3819,pràctiques externes,ca,100,external practices
3820,bioquímica dels aliments,ca,100,food biochemistry
3821,enzimologia,ca,100,enzimology
3822,termodinàmica i cinètica,ca,100,termodynamics and kinetics
3823,cultius cel·lulars,ca,100,cellular cultures
3824,enginyeria de bioreactors,ca,100,bioreactor engineering
3825,química 2,ca,100,química 2
3826,tecnologia de l’adn recombinant,ca,100,Recombinant adn technology
3827,enginyeria bioquímica,ca,100,biochemical engineering
3828,aliments fermentats,ca,100,fermented foods
3829,expressió i replicació gèniques,ca,100,gene expression and replication
3830,estudis en el marc de convenis de mobilitat 1,ca,100,studies in the framework of mobility agreements 1
3831,enzimologia industrial,ca,100,industrial enzymeology
3832,processos de separació i purificació,ca,100,Separation and purification processes
3833,seguretat alimentària,ca,100,food safety
3834,patologia molecular,ca,100,molecular pathology
3835,genètica,ca,100,genetics
3836,tècniques de bioquímica i biologia molecular,ca,100,technics of biochemistry and molecular biology
3837,immunologia,ca,100,immunology
3838,química analítica i instrumental,ca,100,Analytical and instrumental chemistry
3839,productes naturals d’interès industrial,ca,100,natural products of industrial interest
3840,matemàtiques,ca,100,mathematics
3841,economia i gestió d’empreses,ca,100,economy and business management
3842,biologia animal i vegetal,ca,100,Animal and plant biology
3843,genètica molecular,ca,100,molecular genetics
3844,virologia,ca,100,virology
3845,des dels organismes model a la biologia humana,ca,100,from model organisms to human biology
3846,epigenètica,ca,100,epigenetics
3847,biologia,ca,100,biology
3848,microbiologia,ca,100,microbiology
3849,biotecnologia molecular microbiana,ca,100,microbial molecular biotechnology
3850,física 1,ca,100,física 1
3851,"aspectes legals, socials i comunicatius",ca,100,"legal, social and communicative aspects"
3852,processos i productes biotecnològics,ca,100,processes and biotechnology products
3853,eines per emprendre,ca,100,tools to undertake
3854,aliments transgènics,ca,100,transgenic foods
3855,enginyeria de proteïnes,ca,100,protein engineering
3856,estadística,ca,100,statistics
3857,estudis en el marc de convenis de mobilitat 2,ca,100,studies in the framework of mobility agreements 2
3858,metabolisme de microorganismes,ca,100,metabolism of microorganisms
3859,garantia i control de la qualitat,ca,100,garanty and quality control
3860,biologia cel·lular,ca,100,cellular biology
3861,bioinformàtica,ca,100,bioinformatics
3862,biologia molecular de sistemes,ca,100,molecular biology of systems
3863,estructura i funció de biomolècules,ca,100,structure and function of biomolecules
3864,treball de fi de grau,ca,100,end-of-degree work
3865,física 2,ca,100,física 2
3866,"aliments funcionals, compostos bioactius i nutracèutics",ca,100,"functional foods, bioactive and nutraceutical compounds"
3867,vacunes i fàrmacs,ca,100,vacunes and drugs
3868,immunologia clínica,ca,100,Clinical immunology
3869,teràpia gènica,ca,100,Gene therapy
3870,enginyeria de teixits,ca,100,tissue engineering
3871,bioquímica,ca,100,biochemistry
3872,immunologia,ca,100,immunology
3873,processos i productes biotecnològics,ca,100,processes and biotechnology products
3874,aplicacions mòbils i encastades,ca,100,mobile and embedded applications
3875,estructura i funció de biomolècules,ca,100,structure and function of biomolecules
3876,metabolisme de microorganismes,ca,100,metabolism of microorganisms
3877,enginyeria de bioreactors,ca,100,bioreactor engineering
3878,biotecnologia molecular microbiana,ca,100,microbial molecular biotechnology
3879,genètica,ca,100,genetics
3880,microbiologia,ca,100,microbiology
3881,metodologies de la programació,ca,100,metodologies of programming
3882,sistemes de temps real,ca,100,real-time systems
3883,biologia cel·lular,ca,100,cellular biology
3884,cultius cel·lulars,ca,100,cellular cultures
3885,gestió de sistemes i xarxes,ca,100,systems management and networks
3886,treball de fi de grau i (g.ei),ca,100,Final degree work and (g.ei)
3887,bioinformàtica,ca,100,bioinformatics
3888,enginyeria bioquímica,ca,100,biochemical engineering
3889,estructures de dades,ca,100,data structures
3890,bioquímica,ca,100,biochemistry
3891,fonaments de computadors,ca,100,computer fabrications
3892,matemàtica discreta 1,ca,100,discrete mathematics 1
3893,tècniques avançades de programació,ca,100,Advanced programming techniques
3894,sistemes distribuïts,ca,100,Distributed systems
3895,fonaments de programació 1,ca,100,programming releases 1
3896,tècniques de bioquímica i biologia molecular,ca,100,technics of biochemistry and molecular biology
3897,programació,ca,100,programming
3898,interacció persona-ordinador,ca,100,human-computer interaction
3899,química 2,ca,100,química 2
3900,computació paral·lela i massiva,ca,100,parallel and massive computing
4001,microbiologia,ca,100,microbiology
4002,alimentació funcional i personalitzada,ca,100,functional and personalized feeding
4003,"aspectes legals, socials i comunicatius",ca,100,"legal, social and communicative aspects"
4004,economia i gestió d’empreses,ca,100,economy and business management
4005,vacunes i fàrmacs,ca,100,vacunes and drugs
4006,teràpia gènica,ca,100,Gene therapy
4007,química orgànica,ca,100,organic chemistry
4008,enzimologia,ca,100,enzimology
4009,química 2,ca,100,química 2
4010,biologia molecular de sistemes,ca,100,molecular biology of systems
4011,metodologia i experimentació en biociències moleculars 2,ca,100,metodology and experimentation in molecular biosciences 2
4012,enginyeria bioquímica,ca,100,biochemical engineering
4013,biofísica,ca,100,biophysics
4014,virologia,ca,100,virology
4015,aliments transgènics,ca,100,transgenic foods
4016,bioquímica clínica aplicada,ca,100,Applied clinical biochemistry
4017,metabolisme de microorganismes,ca,100,metabolism of microorganisms
4018,termodinàmica i cinètica,ca,100,termodynamics and kinetics
4019,química analítica i instrumental,ca,100,Analytical and instrumental chemistry
4020,estudis en el marc de convenis de mobilitat 1,ca,100,studies in the framework of mobility agreements 1
4021,treball de fi de grau i (g.bbm),ca,100,Final degree work and (g.bbm)
4022,física,ca,100,physics
4023,biologia,ca,100,biology
4024,metabolisme vegetal,ca,100,plant metabolism
4025,immunologia clínica,ca,100,Clinical immunology
4026,productes naturals d’interès industrial,ca,100,natural products of industrial interest
4027,microbiologia i bioquímica enològiques 2,ca,100,oenological microbiology and biochemistry 2
4028,ampelologia,ca,100,ampelology
4029,cultura vitivinícola,ca,100,wine culture
4030,biologia cel·lular i genètica,ca,100,cellular biology and genetics
4031,física,ca,100,physics
4032,fisiologia vegetal i pràctiques de biologia,ca,100,plant physiology and biology practices
4033,operacions bàsiques,ca,100,basic operations
4034,subproductes vitivinícoles,ca,100,wine-growing by-products
4035,enologia general 2,ca,100,general enology 2
4036,criança i envelliment,ca,100,criança i envelliment
4037,anàlisi sensorial 4,ca,100,sensory analysis 4
4038,innovació i tast de vins escumosos,ca,100,innovation and taste of sparkling wines
4039,química enològica,ca,100,enological chemistry
4040,treball de fi de grau,ca,100,end-of-degree work
4041,matemàtiques,ca,100,mathematics
4042,microbiologia i bioquímica enològiques 1,ca,100,microbiology and oenological biochemistry 1
4043,anàlisi instrumental enòlogica,ca,100,Enologic instrumental analysis
